city;area;rooms;bathroom;parking spaces;floor;animal;furniture;hoa (R$);property tax (R$);fire insurance (R$);rent amount (R$)
Rio de Janeiro;126;2;2;1;5;acept;not furnished;1800;420;97;7500
São Paulo;130;3;3;1;6;acept;not furnished;1390;257;54;4200
Campinas;113;2;1;1;8;acept;not furnished;670;92;16;1250
São Paulo;380;3;4;2;-;acept;not furnished;0;959;181;12000
São Paulo;80;1;1;1;10;acept;not furnished;1800;180;32;2500
São Paulo;20;1;1;0;-;acept;furnished;602;130;23;1800
São Paulo;32;1;1;1;15;acept;not furnished;350;0;24;1880
São Paulo;420;4;6;4;8;acept;not furnished;3500;2250;191;15000
São Paulo;500;8;5;2;-;acept;not furnished;0;1550;166;11000
São Paulo;33;1;1;1;12;acept;furnished;560;84;37;2900
São Paulo;700;4;6;6;-;acept;not furnished;0;2176;188;12500
São Paulo;50;1;1;1;-;acept;not furnished;0;0;17;1100
Porto Alegre;70;2;2;0;4;acept;not furnished;330;59;21;1410
Belo Horizonte;332;3;2;8;-;not acept;not furnished;0;270;115;7000
Rio de Janeiro;83;2;3;2;4;acept;furnished;3850;1128;78;6000
Campinas;62;2;2;2;5;acept;not furnished;800;14;39;3000
São Paulo;30;1;1;0;12;acept;furnished;350;0;42;3300
São Paulo;240;4;6;4;2;not acept;not furnished;2000;0;56;4410
São Paulo;27;1;1;0;-;not acept;not furnished;0;0;13;835
Rio de Janeiro;87;3;2;1;3;acept;not furnished;1200;67;19;1440
Porto Alegre;238;3;3;3;2;acept;furnished;700;167;62;4180
Rio de Janeiro;68;2;1;0;3;acept;not furnished;925;245;30;2300
Rio de Janeiro;30;1;1;0;19;acept;not furnished;590;126;11;800
Rio de Janeiro;24;1;1;0;5;acept;furnished;500;25;16;1200
São Paulo;80;3;2;1;1;not acept;not furnished;402;80;21;1613
Belo Horizonte;70;3;1;1;3;acept;not furnished;275;63;15;1100
São Paulo;250;4;3;2;-;not acept;not furnished;0;0;151;10000
Belo Horizonte;83;3;3;2;5;acept;furnished;990;216;47;3500
Porto Alegre;339;3;5;4;11;acept;furnished;3000;834;205;14000
Campinas;75;2;1;1;-;acept;not furnished;0;0;17;1300
São Paulo;154;4;3;3;4;acept;not furnished;1630;742;56;4350
Rio de Janeiro;80;2;2;1;5;acept;not furnished;891;125;24;1800
Porto Alegre;156;3;1;0;2;acept;not furnished;500;142;24;1600
São Paulo;190;3;4;3;2;acept;not furnished;3800;1209;76;5950
São Paulo;200;3;2;2;-;acept;not furnished;0;791;44;2900
Belo Horizonte;600;3;5;8;-;acept;not furnished;800;202;164;10000
Belo Horizonte;57;3;2;1;2;acept;not furnished;225;78;15;1100
Belo Horizonte;110;3;2;2;3;not acept;furnished;550;248;20;2600
São Paulo;240;3;4;5;9;acept;not furnished;3200;1400;82;6400
São Paulo;40;1;1;1;9;not acept;not furnished;440;100;36;2800
Campinas;160;3;2;2;12;acept;not furnished;1026;243;21;1650
São Paulo;120;3;2;2;1;acept;not furnished;2450;875;50;3940
Campinas;51;1;1;1;1;acept;not furnished;670;90;11;820
Porto Alegre;55;1;1;1;3;acept;not furnished;250;45;34;2300
São Paulo;820;4;4;5;-;acept;not furnished;0;3750;109;7225
São Paulo;168;3;4;2;9;acept;not furnished;1800;65;70;5500
Porto Alegre;68;1;2;1;4;acept;furnished;500;117;37;2500
São Paulo;260;4;4;6;22;acept;furnished;2480;1167;70;5500
São Paulo;93;2;2;1;8;acept;not furnished;1258;12;32;2490
São Paulo;73;2;2;1;13;acept;not furnished;700;150;16;1250
São Paulo;182;3;3;5;-;acept;not furnished;0;250;64;4200
Rio de Janeiro;215;3;2;0;5;acept;not furnished;1400;38;52;4000
São Paulo;280;3;3;4;-;acept;not furnished;0;990;143;9500
Rio de Janeiro;68;2;1;1;5;acept;not furnished;660;109;12;870
São Paulo;76;1;2;1;4;acept;furnished;1180;30;54;4200
São Paulo;156;3;4;3;4;acept;not furnished;1650;667;115;9000
Porto Alegre;271;4;3;1;7;acept;not furnished;1500;500;57;3900
Campinas;297;4;6;2;3;acept;not furnished;2800;433;36;2800
São Paulo;73;2;1;1;8;acept;not furnished;525;6;18;1360
São Paulo;350;3;4;5;-;acept;not furnished;0;1092;83;5500
São Paulo;100;2;3;3;-;acept;furnished;1200;250;97;7650
São Paulo;100;3;2;0;3;not acept;not furnished;800;250;26;2000
Campinas;180;3;4;4;-;acept;not furnished;1000;127;68;4500
São Paulo;350;7;4;2;-;acept;not furnished;0;292;70;4600
Porto Alegre;40;1;1;0;7;acept;not furnished;180;6;15;1000
Rio de Janeiro;106;3;2;1;5;acept;not furnished;1434;338;65;5000
São Paulo;63;2;2;1;19;acept;furnished;1000;133;140;11000
Rio de Janeiro;200;4;3;2;6;acept;furnished;2100;603;119;9200
Rio de Janeiro;65;2;2;0;1;acept;not furnished;250;103;47;3600
Rio de Janeiro;25;1;1;0;4;acept;furnished;356;55;23;1984
São Paulo;95;3;2;2;5;acept;not furnished;1760;296;16;1200
São Paulo;36;1;1;1;8;acept;furnished;600;80;44;3400
Rio de Janeiro;273;4;4;2;5;acept;not furnished;2800;632;132;10200
São Paulo;159;2;2;1;8;acept;furnished;1236;251;54;4200
Rio de Janeiro;110;2;2;1;6;acept;furnished;2500;1417;65;5000
Porto Alegre;130;4;4;3;3;acept;furnished;1600;292;159;10840
São Paulo;20;1;1;0;-;not acept;not furnished;0;0;13;990
São Paulo;330;4;5;4;-;acept;not furnished;0;274;61;4000
Rio de Janeiro;30;1;1;0;8;not acept;not furnished;550;25;16;1216
São Paulo;190;4;3;2;1;acept;not furnished;1733;570;64;5000
São Paulo;195;2;3;1;10;acept;not furnished;1500;334;77;6000
São Paulo;43;2;7;2;11;acept;not furnished;257;0;29;2270
Campinas;49;2;1;1;5;acept;not furnished;273;0;13;950
São Paulo;68;3;1;1;1;acept;not furnished;560;115;18;1410
Porto Alegre;63;2;2;2;3;acept;furnished;500;70;32;2150
São Paulo;298;4;4;3;6;acept;not furnished;3356;1190;115;9000
São Paulo;52;1;2;1;4;acept;furnished;795;297;49;3850
São Paulo;350;3;2;4;-;acept;not furnished;0;992;154;10200
São Paulo;170;4;2;1;3;acept;furnished;2437;570;66;5200
Rio de Janeiro;120;3;2;2;1;acept;not furnished;1784;350;69;5300
Rio de Janeiro;30;1;1;0;19;acept;not furnished;800;0;17;1250
Belo Horizonte;67;2;1;0;5;not acept;furnished;388;71;16;1140
São Paulo;210;3;4;0;-;acept;furnished;0;175;64;4200
Porto Alegre;40;1;1;1;1;not acept;furnished;250;8;16;1050
Porto Alegre;117;3;2;1;1;acept;not furnished;706;217;50;3400
São Paulo;67;2;1;1;7;acept;not furnished;570;4;18;1420
Belo Horizonte;70;3;2;2;1;acept;not furnished;554;228;26;1900
Porto Alegre;60;2;1;2;-;acept;not furnished;0;0;25;1400
São Paulo;856;5;7;6;4;acept;not furnished;7500;5000;127;10000
Rio de Janeiro;34;1;1;0;7;acept;not furnished;625;65;22;1700
São Paulo;717;5;5;8;16;acept;not furnished;4300;5032;32;2500
Porto Alegre;96;2;1;0;2;not acept;not furnished;200;40;15;1000
São Paulo;20;1;1;0;-;acept;furnished;602;130;23;1800
Porto Alegre;70;1;2;0;-;not acept;not furnished;0;59;27;1500
Rio de Janeiro;65;1;1;0;10;not acept;furnished;672;116;31;2400
São Paulo;58;2;2;1;18;acept;not furnished;317;0;23;1783
São Paulo;140;3;3;3;2;acept;not furnished;1640;775;54;4200
São Paulo;195;3;4;3;-;acept;not furnished;0;59;128;8500
Rio de Janeiro;83;2;1;1;8;acept;furnished;1108;104;24;1800
Porto Alegre;40;1;1;1;6;acept;not furnished;180;6;19;1250
São Paulo;70;1;1;0;-;not acept;not furnished;0;0;14;900
Rio de Janeiro;94;3;3;2;4;acept;not furnished;2076;357;65;5000
São Paulo;34;1;1;1;11;not acept;furnished;620;0;36;2800
Campinas;30;1;1;0;4;acept;not furnished;336;10;7;503
São Paulo;73;2;2;1;12;acept;not furnished;700;150;16;1250
Campinas;270;3;3;3;1;acept;not furnished;2500;560;92;7220
São Paulo;40;1;1;1;16;not acept;not furnished;900;183;39;3000
São Paulo;25;1;1;0;-;not acept;not furnished;0;0;13;836
São Paulo;112;3;2;1;8;acept;not furnished;810;98;49;3850
São Paulo;105;3;2;2;6;acept;not furnished;1002;35;33;2583
São Paulo;130;3;2;2;-;acept;not furnished;0;108;50;3300
Belo Horizonte;118;4;2;1;1;acept;not furnished;600;111;31;2300
Campinas;85;3;2;1;1;acept;not furnished;650;75;17;1300
São Paulo;380;4;4;3;-;acept;furnished;0;0;113;7500
Belo Horizonte;55;2;1;1;1;acept;not furnished;250;83;16;1200
São Paulo;109;3;2;1;2;acept;not furnished;1450;0;68;5300
Belo Horizonte;758;5;4;5;3;acept;not furnished;7630;2752;200;15000
Belo Horizonte;300;4;3;3;-;acept;not furnished;0;519;104;6290
Belo Horizonte;72;2;3;0;1;acept;furnished;826;220;32;2400
Belo Horizonte;148;4;3;2;12;acept;not furnished;1886;399;74;5500
Porto Alegre;75;2;1;0;9;acept;not furnished;450;34;15;1000
Rio de Janeiro;68;2;2;1;7;not acept;not furnished;655;42;15;1100
São Paulo;64;2;2;2;8;not acept;not furnished;800;59;27;2100
Belo Horizonte;206;4;3;2;4;acept;not furnished;1530;565;87;6500
São Paulo;320;3;4;3;8;acept;not furnished;3400;1;87;6800
Rio de Janeiro;116;3;3;2;2;not acept;not furnished;557;230;33;2500
Campinas;560;7;7;8;-;acept;not furnished;0;911;136;9000
São Paulo;320;4;3;4;5;acept;not furnished;3000;292;66;5200
Rio de Janeiro;55;1;1;1;1;acept;furnished;2750;635;31;2400
São Paulo;85;2;2;0;8;acept;furnished;850;0;63;4900
São Paulo;100;2;2;1;6;not acept;not furnished;1000;8;35;2690
São Paulo;400;5;5;5;-;acept;not furnished;0;2500;97;6400
Porto Alegre;220;3;2;2;-;acept;not furnished;0;53;47;2600
Rio de Janeiro;80;2;2;0;6;acept;furnished;810;289;26;2000
Campinas;66;1;1;2;2;acept;not furnished;577;41;21;1600
Porto Alegre;80;2;2;1;12;acept;not furnished;500;0;30;2000
São Paulo;260;5;4;4;12;acept;not furnished;3400;1400;140;11000
São Paulo;450;4;5;6;-;not acept;furnished;0;1150;136;9000
Porto Alegre;88;2;2;1;3;acept;not furnished;550;800;31;2100
Campinas;157;3;5;3;1;acept;not furnished;2300;442;89;7000
São Paulo;129;3;5;0;14;acept;not furnished;1200;561;77;6000
São Paulo;23;1;1;1;26;acept;not furnished;472;59;30;2300
São Paulo;692;5;6;5;-;acept;not furnished;4500;1667;226;15000
São Paulo;310;3;4;3;8;acept;not furnished;2400;900;58;4500
Porto Alegre;215;3;4;2;1;acept;not furnished;1900;300;53;3600
São Paulo;250;3;4;2;-;acept;not furnished;0;192;64;4200
São Paulo;140;3;2;2;13;not acept;not furnished;1475;171;26;2000
São Paulo;100;1;1;0;-;not acept;not furnished;0;0;15;950
Campinas;47;2;1;1;2;acept;not furnished;253;20;16;1200
Campinas;48;2;1;1;-;acept;not furnished;250;40;16;1200
São Paulo;71;2;3;2;13;not acept;not furnished;500;50;47;3700
São Paulo;70;2;1;2;-;not acept;not furnished;0;85;22;1400
São Paulo;67;2;1;1;3;not acept;not furnished;722;198;33;2600
São Paulo;120;3;2;1;-;acept;not furnished;0;84;28;1850
São Paulo;465;5;5;2;-;acept;furnished;0;1500;135;8960
Rio de Janeiro;120;3;2;0;5;acept;furnished;981;168;65;5000
São Paulo;92;2;1;0;9;not acept;not furnished;935;0;23;1790
Porto Alegre;78;3;2;2;6;acept;furnished;720;169;52;3500
Campinas;60;2;1;1;3;acept;not furnished;200;84;14;1100
São Paulo;100;3;1;1;10;acept;not furnished;700;0;18;1400
São Paulo;87;2;3;2;16;not acept;not furnished;541;216;73;5700
São Paulo;160;2;2;4;-;acept;not furnished;0;117;45;2975
São Paulo;100;2;3;2;7;acept;furnished;1110;375;51;4000
São Paulo;52;2;1;1;3;acept;not furnished;403;10;17;1300
São Paulo;109;4;2;2;13;acept;not furnished;1156;319;83;6500
Rio de Janeiro;26;1;1;0;8;not acept;not furnished;305;0;17;1280
São Paulo;270;4;5;2;4;acept;not furnished;4300;1115;70;5500
Belo Horizonte;208;3;4;3;-;acept;not furnished;0;338;99;6000
Belo Horizonte;20;1;1;1;1;not acept;not furnished;0;0;14;1000
São Paulo;50;2;1;1;5;acept;furnished;505;11;14;1100
Rio de Janeiro;138;2;1;0;3;acept;not furnished;810;175;13;1000
Campinas;58;2;2;2;8;not acept;furnished;347;0;45;3500
São Paulo;198;3;4;3;13;acept;furnished;2699;917;102;8000
São Paulo;115;4;4;3;2;acept;not furnished;2600;417;51;4000
Rio de Janeiro;128;3;3;2;3;acept;not furnished;2300;726;168;13000
São Paulo;66;1;1;0;6;acept;not furnished;532;75;39;3000
São Paulo;234;3;5;3;17;not acept;furnished;2750;1334;178;14000
São Paulo;380;4;4;6;-;acept;not furnished;0;417;91;6000
São Paulo;113;2;1;1;5;acept;not furnished;1000;50;39;3000
São Paulo;160;3;3;2;-;acept;not furnished;0;192;38;2500
Rio de Janeiro;80;2;1;0;3;not acept;not furnished;450;0;15;1100
São Paulo;33;2;1;0;-;not acept;not furnished;0;0;15;980
Porto Alegre;50;2;1;1;1;not acept;not furnished;100;0;22;1500
Rio de Janeiro;65;1;1;0;4;acept;not furnished;350;30;29;2200
São Paulo;40;1;1;0;-;acept;not furnished;0;34;13;850
São Paulo;261;3;4;4;7;acept;not furnished;2700;834;191;15000
Belo Horizonte;50;2;1;1;4;acept;not furnished;158;0;16;1140
Porto Alegre;281;4;4;2;5;acept;not furnished;1300;410;52;3500
São Paulo;119;2;1;1;-;not acept;not furnished;0;84;26;1700
Belo Horizonte;52;2;1;1;6;acept;not furnished;370;111;14;1000
Porto Alegre;40;1;1;0;2;not acept;not furnished;282;43;13;850
Porto Alegre;47;1;1;0;3;acept;not furnished;300;21;12;800
Porto Alegre;35;1;1;0;5;acept;not furnished;330;20;15;1000
São Paulo;40;1;1;0;-;not acept;not furnished;0;59;11;700
Belo Horizonte;55;2;1;1;3;acept;not furnished;170;0;10;750
Rio de Janeiro;72;2;1;1;10;acept;not furnished;870;150;16;1200
Porto Alegre;30;1;1;0;4;acept;not furnished;360;17;9;600
Rio de Janeiro;57;1;1;1;2;acept;not furnished;2900;959;149;11500
São Paulo;70;1;1;1;-;not acept;not furnished;0;0;17;1100
São Paulo;63;2;2;1;20;acept;not furnished;784;136;58;4500
São Paulo;220;3;4;3;11;acept;furnished;3300;1000;102;8000
São Paulo;126;4;3;4;-;acept;not furnished;0;167;50;3300
Porto Alegre;147;2;3;2;2;acept;furnished;400;75;116;7900
São Paulo;70;3;2;1;10;not acept;furnished;500;77;25;1940
São Paulo;99;2;1;1;14;acept;not furnished;800;0;23;1800
Rio de Janeiro;90;3;1;0;2;acept;not furnished;250;140;20;1500
Rio de Janeiro;100;2;1;0;1;not acept;not furnished;360;2;22;1700
Rio de Janeiro;48;1;1;0;6;acept;furnished;410;25;17;1300
Belo Horizonte;247;4;5;4;15;acept;furnished;2795;1458;167;12500
São Paulo;443;5;5;4;3;acept;furnished;4172;1417;89;7000
Rio de Janeiro;200;2;3;2;1;acept;not furnished;2500;250;68;5200
Belo Horizonte;360;4;3;4;-;not acept;not furnished;0;181;107;6500
São Paulo;20;1;1;0;-;acept;furnished;602;130;23;1800
Rio de Janeiro;90;3;2;0;3;acept;not furnished;1200;242;34;2570
São Paulo;297;4;4;6;-;acept;not furnished;0;392;46;3000
Porto Alegre;180;3;3;2;3;acept;not furnished;700;175;40;2700
São Paulo;54;1;2;1;13;acept;furnished;1150;0;77;6000
Porto Alegre;90;2;2;1;3;not acept;not furnished;400;80;37;2500
Campinas;105;3;3;2;12;acept;not furnished;1150;208;30;2300
Porto Alegre;67;2;1;1;8;not acept;furnished;600;96;37;2500
Campinas;45;1;1;0;1;acept;not furnished;0;34;10;770
Belo Horizonte;33;1;1;1;3;acept;not furnished;170;9;22;1600
São Paulo;45;1;1;0;2;not acept;not furnished;160;15;8;620
Porto Alegre;127;3;3;0;5;acept;not furnished;1295;209;17;1125
São Paulo;120;3;3;2;1;acept;furnished;1100;0;114;8950
São Paulo;75;2;1;1;13;acept;not furnished;600;16;24;1880
São Paulo;220;3;2;3;-;acept;furnished;0;215;118;7800
São Paulo;50;1;1;1;17;not acept;furnished;750;0;64;5000
Porto Alegre;115;3;2;1;3;acept;not furnished;900;250;37;2500
Campinas;75;2;2;1;3;acept;not furnished;706;75;31;2400
Rio de Janeiro;65;2;2;0;-;not acept;not furnished;0;0;20;1305
Rio de Janeiro;39;1;1;0;2;not acept;furnished;800;98;30;2300
São Paulo;200;2;3;2;-;acept;not furnished;0;196;61;4000
São Paulo;72;2;1;0;14;acept;not furnished;600;0;33;2560
Rio de Janeiro;108;2;2;1;7;not acept;furnished;1300;350;58;4500
São Paulo;32;1;1;1;1;acept;furnished;700;128;58;4500
São Paulo;106;3;2;1;8;not acept;not furnished;980;260;41;3200
Belo Horizonte;70;3;1;1;4;acept;not furnished;240;100;15;1100
Rio de Janeiro;120;3;2;1;2;acept;furnished;2000;325;58;4500
Campinas;55;1;1;0;4;acept;not furnished;490;37;7;500
São Paulo;100;3;1;0;5;acept;not furnished;900;0;7;1617
São Paulo;162;2;2;1;12;acept;furnished;1420;0;64;5000
São Paulo;75;2;1;1;2;acept;not furnished;710;18;22;1700
Campinas;44;1;1;0;7;acept;not furnished;260;12;9;670
São Paulo;130;2;2;2;11;not acept;not furnished;2200;780;96;7500
Campinas;147;4;3;1;-;acept;not furnished;0;62;53;3500
Porto Alegre;70;2;1;0;-;acept;not furnished;360;15;17;1150
Porto Alegre;64;2;2;2;5;acept;not furnished;410;50;34;2300
Rio de Janeiro;180;4;3;1;5;not acept;not furnished;1683;482;52;4000
Porto Alegre;42;2;1;0;1;acept;not furnished;360;100;18;1200
São Paulo;117;3;3;1;13;acept;not furnished;1500;300;59;4620
Rio de Janeiro;180;3;4;2;7;acept;furnished;1210;369;194;15000
São Paulo;65;3;2;1;10;not acept;not furnished;587;113;42;3250
São Paulo;29;1;1;0;1;not acept;furnished;250;99;22;1720
São Paulo;600;4;6;3;-;acept;furnished;200;817;181;12000
São Paulo;145;3;3;1;10;acept;furnished;1380;375;140;11000
São Paulo;310;4;4;4;21;acept;not furnished;4700;1751;178;14000
Belo Horizonte;260;4;4;3;8;not acept;not furnished;1665;440;70;5250
São Paulo;320;3;3;2;10;acept;not furnished;2200;584;106;8330
Belo Horizonte;70;3;1;1;3;acept;not furnished;180;0;14;980
Rio de Janeiro;35;1;1;0;3;acept;not furnished;320;0;11;800
Porto Alegre;320;3;4;4;-;acept;not furnished;0;234;88;4950
Porto Alegre;82;2;2;2;6;acept;not furnished;280;92;41;2800
São Paulo;62;2;2;1;2;acept;furnished;800;84;33;2580
Porto Alegre;60;3;1;0;3;acept;not furnished;265;31;23;1550
Porto Alegre;78;3;2;0;8;acept;not furnished;350;61;25;1700
São Paulo;385;4;5;6;3;acept;not furnished;4200;2410;89;7000
Porto Alegre;214;3;3;2;4;acept;not furnished;2500;500;52;3500
São Paulo;233;4;5;4;7;acept;furnished;3240;92;140;11000
Rio de Janeiro;60;2;1;1;8;acept;not furnished;700;50;20;1500
Belo Horizonte;22;1;1;0;3;not acept;furnished;420;75;18;1300
Rio de Janeiro;100;2;3;0;1;acept;not furnished;0;130;22;1700
São Paulo;90;2;1;1;2;acept;not furnished;1000;50;39;3000
Rio de Janeiro;60;2;2;0;4;not acept;not furnished;560;83;33;2500
São Paulo;22;1;1;0;25;acept;not furnished;385;40;27;2100
Porto Alegre;80;2;1;0;-;acept;furnished;0;0;24;1610
São Paulo;110;3;4;3;8;acept;not furnished;1364;403;28;2200
Rio de Janeiro;120;2;2;1;14;acept;not furnished;858;18;11;800
Belo Horizonte;193;3;3;1;-;acept;not furnished;0;236;222;13500
São Paulo;55;2;1;1;4;acept;not furnished;400;0;19;1460
Rio de Janeiro;165;3;3;1;5;acept;furnished;2000;420;91;7000
Porto Alegre;46;1;1;2;7;acept;not furnished;690;98;36;2400
Rio de Janeiro;55;2;1;0;1;acept;not furnished;450;0;29;2200
São Paulo;150;2;2;1;-;acept;not furnished;0;1;45;2954
São Paulo;57;1;1;0;8;acept;furnished;300;17;77;6000
Rio de Janeiro;160;3;2;1;3;acept;furnished;2000;367;87;6700
São Paulo;200;4;4;2;9;acept;furnished;3700;850;89;7000
Campinas;60;1;2;1;10;acept;not furnished;630;72;17;1338
São Paulo;180;3;2;1;11;acept;furnished;2900;500;58;4500
São Paulo;62;1;1;0;3;acept;not furnished;550;0;27;2100
Rio de Janeiro;90;3;2;1;12;acept;furnished;1000;275;44;3400
Rio de Janeiro;35;1;1;0;3;not acept;furnished;585;92;30;2300
São Paulo;95;2;1;1;8;acept;not furnished;1226;92;41;3200
São Paulo;320;5;5;4;4;acept;not furnished;5800;1500;70;5500
Rio de Janeiro;127;3;2;2;4;acept;not furnished;836;124;22;1700
São Paulo;210;3;2;2;11;acept;furnished;2600;417;64;5000
São Paulo;160;4;3;2;20;acept;furnished;1260;334;71;5600
São Paulo;273;3;2;5;-;not acept;not furnished;0;215;51;3355
São Paulo;211;4;5;4;2;acept;not furnished;1543;714;49;3800
São Paulo;145;2;3;2;16;acept;furnished;2000;584;127;10000
Porto Alegre;92;2;2;1;6;acept;not furnished;450;67;28;1900
Campinas;70;2;3;1;7;acept;not furnished;1196;0;26;2004
Campinas;254;3;4;2;-;acept;not furnished;0;251;46;3000
São Paulo;350;4;4;2;4;not acept;not furnished;3000;1316;77;6000
São Paulo;55;1;1;0;13;acept;not furnished;400;0;15;1177
São Paulo;80;3;2;2;5;acept;not furnished;1045;227;31;2400
São Paulo;280;3;3;4;21;acept;not furnished;2498;1116;58;4500
São Paulo;100;3;1;0;3;acept;not furnished;0;0;25;1970
Rio de Janeiro;98;3;2;1;2;acept;not furnished;1379;239;78;6000
São Paulo;85;2;3;1;14;acept;not furnished;709;94;42;3300
São Paulo;78;2;2;2;1;not acept;furnished;450;155;45;3500
São Paulo;58;2;1;1;6;acept;not furnished;770;75;23;1800
Rio de Janeiro;50;1;1;1;3;acept;not furnished;2208;420;30;2300
São Paulo;30;1;1;0;14;acept;not furnished;400;0;21;1600
São Paulo;75;2;1;1;4;acept;furnished;2065;600;77;6000
Campinas;350;4;6;6;-;acept;not furnished;1200;55;111;7330
São Paulo;136;3;4;3;2;acept;not furnished;1490;500;36;2800
São Paulo;290;3;3;3;-;acept;not furnished;0;542;121;8000
São Paulo;99;2;2;2;4;acept;not furnished;590;122;51;4000
Porto Alegre;750;5;3;6;-;not acept;furnished;0;46;142;7980
São Paulo;110;2;2;1;-;acept;not furnished;0;125;53;3500
Porto Alegre;340;2;3;2;5;acept;not furnished;1500;317;59;4000
São Paulo;178;2;1;1;9;not acept;not furnished;2900;0;44;3440
Belo Horizonte;28;1;1;1;-;not acept;furnished;550;0;17;1250
Belo Horizonte;38;1;1;0;2;not acept;not furnished;0;0;18;1300
Porto Alegre;254;3;4;2;-;acept;not furnished;0;200;110;6150
Porto Alegre;51;2;1;1;6;acept;not furnished;200;75;16;1050
São Paulo;134;3;3;2;18;acept;furnished;900;390;45;3500
São Paulo;38;1;1;1;16;acept;not furnished;450;59;28;2170
São Paulo;400;4;5;3;-;not acept;not furnished;0;0;191;15000
Rio de Janeiro;136;3;2;2;7;acept;furnished;2470;558;104;8000
São Paulo;250;4;5;2;17;acept;furnished;2000;9;153;12000
Campinas;94;2;2;2;3;acept;not furnished;890;165;51;4000
